text,intent,sentiment
akhirnya nemu toko yg the best kayak gini terima kasih min,other,positive
"packagingnya rapi, kurirnya ramah, kece parah deh pokoknya",other,positive
gila bajunya kece parah pdhl harganya murah,other,positive
"produknya original 100%, cakep bener sukses terus min",other,positive
"ass pesanannya sampe dgn selamat, cakep bener makasih",other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"bro mau kasih testi nih, bajunya beneran the best",other,positive
"sepatunya original 100%, cakep bener sukses terus min",other,positive
"kak paketnya sampe dgn selamat, bintang 5 makasih byk",other,positive
"asli ini mantap bgt gaboong, thx seller",other,positive
"asli nih luar biasa bgt gaboong, ty seller",other,positive
"min mau kasih testi nih, pesanannya beneran luar biasa",other,positive
"bajunya original 100%, bags bgt sukses terus min",other,positive
akhirnya nemu toko yg cakep bener kayak gnih makasih ya,other,positive
"makasi banyak min, pelayanannya the best",other,positive
akhirnya nemu toko yg mantap kayak gini makasih,other,positive
akhirnya nemu toko yg bagus banget kayak gini makasih,other,positive
"packagingnya rapi, kurirnya ramah, kece parah deh pokoknya",other,positive
"ngab barangnya sampe dgn selamat, bintang 5 makasih ya",other,positive
"min mau kasih testi nih, produknya beneran cakep bener",other,positive
"asli ini the best bgt gaboong, makasih seller",other,positive
"kakak mau kasih testi nih, produknya beneran recommended",other,positive
"asli ini mantul bgt gaboong, tq seller",other,positive
gila pesanannya bagus banget pdhl harganya murah,other,positive
"asli ini luar biasa bgt gaboong, makasih byk seller",other,positive
gila paketnya top markotop pdhl harganya murah,other,positive
"makasih banyak min, pelayanannya keren bgt",other,positive
akhirnya nemu toko yg bintang 5 kayak gnih makasih ya,other,positive
"tq banyak min, pelayanannya puas bgt",other,positive
"asli ini the best bgt gaboong, makasih seller",other,positive
"thx banyak min, pelayanannya kece parah",other,positive
"p sepatunya sampe dgn selamat, keren bgt tengkyu",other,positive
"asli nih mantep bgt gaboong, tq seller",other,positive
"packagingnya rapi, kurirnya ramah, luar biasa deh pokoknya",other,positive
gila barangnya recommended pdhl harganya murah,other,positive
gila pesanannya puas bgt pdhl harganya murah,other,positive
gila produknya kece parah pdhl harganya murah,other,positive
"kakak mau kasih testi nih, sepatunya beneran recommended",other,positive
"asli ini recommended bgt gaboong, tq seller",other,positive
"paketnya original 100%, bintang 5 sukses terus min",other,positive
akhirnya nemu toko yg keren bgt kayak gnih makasi,other,positive
"sepatunya original 100%, mantap sukses terus min",other,positive
"ngab sepatunya sampe dgn selamat, recommended terima kasih min",other,positive
"paketnya original 100%, keren bgt sukses terus min",other,positive
"pagi pesanannya sampe dgn selamat, puas bgt makasi",other,positive
"produknya original 100%, bagus banget sukses terus min",other,positive
"ass produknya sampe dgn selamat, mantul tengkyu",other,positive
"paketnya original 100%, gak nyesel sukses terus min",other,positive
akhirnya nemu toko yg gak nyesel kayak gnih makasih,other,positive
"packagingnya rapi, kurirnya ramah, bintang 5 deh pokoknya",other,positive
"siang pesanannya sampe dgn selamat, recommended terima kasih min",other,positive
"bajunya original 100%, cakep bener sukses terus min",other,positive
"kakak mau kasih testi nih, produknya beneran top markotop",other,positive
"makasi banyak min, pelayanannya mantap",other,positive
"asli ini recommended bgt gaboong, makasih byk seller",other,positive
"packagingnya rapi, kurirnya ramah, bagus banget deh pokoknya",other,positive
"packagingnya rapi, kurirnya ramah, recommended deh pokoknya",other,positive
"assalamualaikum mau kasih testi nih, bajunya beneran gak nyesel",other,positive
"siang produknya sampe dgn selamat, recommended makasih",other,positive
"ngab mau kasih testi nih, bajunya beneran mantap",other,positive
"ngab mau kasih testi nih, produknya beneran gak nyesel",other,positive
gila barangnya bagus banget pdhl harganya murah,other,positive
gila sepatunya gak nyesel pdhl harganya murah,other,positive
"asli nih kece parah bgt gaboong, makasih ya seller",other,positive
gila produknya top markotop pdhl harganya murah,other,positive
"halo bajunya sampe dgn selamat, puas bgt makasih byk",other,positive
"asli ini bagus banget bgt gaboong, makasih ya seller",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
gila barangnya mantep pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"asli nih mantep bgt gaboong, terima kasih min seller",other,positive
"paketnya original 100%, keren bgt sukses terus min",other,positive
"asli nih cakep bener bgt gaboong, makasi seller",other,positive
"asli ini top markotop bgt gaboong, makasih ya seller",other,positive
"asli ini puas bgt bgt gaboong, makasih seller",other,positive
akhirnya nemu toko yg bintang 5 kayak gini tq,other,positive
"produknya original 100%, gak nyesel sukses terus min",other,positive
"packagingnya rapi, kurirnya ramah, puas bgt deh pokoknya",other,positive
"bajunya original 100%, puas bgt sukses terus min",other,positive
"ass mau kasih testi nih, paketnya beneran luar biasa",other,positive
"min produknya sampe dgn selamat, gak nyesel makasih",other,positive
"packagingnya rapi, kurirnya ramah, cakep bener deh pokoknya",other,positive
"kak sepatunya sampe dgn selamat, gak nyesel terima kasih min",other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"min mau kasih testi nih, barangnya beneran kece parah",other,positive
"asli nih kece parah bgt gaboong, tq seller",other,positive
"asli ini puas bgt bgt gaboong, tengkyu seller",other,positive
"packagingnya rapi, kurirnya ramah, cakep bener deh pokoknya",other,positive
gila pesanannya keren bgt pdhl harganya murah,other,positive
"asli ini bintang 5 bgt gaboong, makasih ya seller",other,positive
"tengkyu banyak min, pelayanannya bintang 5",other,positive
"barangnya original 100%, mantep sukses terus min",other,positive
"asli ini keren bgt bgt gaboong, makasih seller",other,positive
akhirnya nemu toko yg bintang 5 kayak gini terima kasih min,other,positive
akhirnya nemu toko yg the best kayak gini terima kasih min,other,positive
"assalamualaikum mau kasih testi nih, paketnya beneran the best",other,positive
"tq banyak min, pelayanannya recommended",other,positive
akhirnya nemu toko yg mantep kayak gnih makasih byk,other,positive
akhirnya nemu toko yg cakep bener kayak gini tengkyu,other,positive
gila sepatunya the best pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, luar biasa deh pokoknya",other,positive
gila sepatunya cakep bener pdhl harganya murah,other,positive
akhirnya nemu toko yg luar biasa kayak gini makasih ya,other,positive
"makasih byk banyak min, pelayanannya mantap",other,positive
"pagi barangnya sampe dgn selamat, the best makasih ya",other,positive
"packagingnya rapi, kurirnya ramah, luar biasa deh pokoknya",other,positive
"min mau kasih testi nih, pesanannya beneran cakep bener",other,positive
"min mau kasih testi nih, sepatunya beneran cakep bener",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
"bro mau kasih testi nih, barangnya beneran cakep bener",other,positive
"asli ini bintang 5 bgt gaboong, tengkyu seller",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
"thx banyak min, pelayanannya cakep bener",other,positive
"p bajunya sampe dgn selamat, luar biasa makasih ya",other,positive
"tengkyu banyak min, pelayanannya cakep bener",other,positive
"barangnya original 100%, bagus banget sukses terus min",other,positive
"packagingnya rapi, kurirnya ramah, luar biasa deh pokoknya",other,positive
"asli nih bags bgt bgt gaboong, makasi seller",other,positive
"paketnya original 100%, mantap sukses terus min",other,positive
"pesanannya original 100%, gak nyesel sukses terus min",other,positive
"asli nih cakep bener bgt gaboong, makasi seller",other,positive
"thx banyak min, pelayanannya luar biasa",other,positive
"asli ini bagus banget bgt gaboong, makasih byk seller",other,positive
"asli ini cakep bener bgt gaboong, ty seller",other,positive
gila barangnya recommended pdhl harganya murah,other,positive
"sis produknya sampe dgn selamat, puas bgt thx",other,positive
"kak mau kasih testi nih, pesanannya beneran puas bgt",other,positive
gila bajunya mantap pdhl harganya murah,other,positive
akhirnya nemu toko yg luar biasa kayak gnih terima kasih min,other,positive
"halo mau kasih testi nih, paketnya beneran top markotop",other,positive
"tengkyu banyak min, pelayanannya cakep bener",other,positive
gila produknya top markotop pdhl harganya murah,other,positive
"makasih byk banyak min, pelayanannya bintang 5",other,positive
akhirnya nemu toko yg puas bgt kayak gini makasih byk,other,positive
"asli ini kece parah bgt gaboong, thx seller",other,positive
"tq banyak min, pelayanannya the best",other,positive
"bro barangnya sampe dgn selamat, top markotop terima kasih min",other,positive
gila paketnya recommended pdhl harganya murah,other,positive
"terima kasih min banyak min, pelayanannya mantap",other,positive
"barangnya original 100%, cakep bener sukses terus min",other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"makasih ya banyak min, pelayanannya bags bgt",other,positive
"barangnya original 100%, top markotop sukses terus min",other,positive
gila paketnya keren bgt pdhl harganya murah,other,positive
gila bajunya recommended pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, gak nyesel deh pokoknya",other,positive
"terima kasih min banyak min, pelayanannya puas bgt",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
"sepatunya original 100%, bagus banget sukses terus min",other,positive
"asli nih gak nyesel bgt gaboong, makasih byk seller",other,positive
"tq banyak min, pelayanannya bintang 5",other,positive
"sepatunya original 100%, luar biasa sukses terus min",other,positive
"kakak bajunya sampe dgn selamat, luar biasa thx",other,positive
"sepatunya original 100%, cakep bener sukses terus min",other,positive
akhirnya nemu toko yg cakep bener kayak gnih tq,other,positive
"halo min mau kasih testi nih, pesanannya beneran puas bgt",other,positive
"asli nih top markotop bgt gaboong, tq seller",other,positive
gila sepatunya cakep bener pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, bagus banget deh pokoknya",other,positive
"siang mau kasih testi nih, sepatunya beneran puas bgt",other,positive
"bajunya original 100%, bagus banget sukses terus min",other,positive
"asli ini bintang 5 bgt gaboong, ty seller",other,positive
"min bajunya sampe dgn selamat, top markotop tq",other,positive
gila sepatunya kece parah pdhl harganya murah,other,positive
"barangnya original 100%, the best sukses terus min",other,positive
"tq banyak min, pelayanannya mantul",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
gila produknya cakep bener pdhl harganya murah,other,positive
"terima kasih min banyak min, pelayanannya bintang 5",other,positive
"ty banyak min, pelayanannya gak nyesel",other,positive
"ty banyak min, pelayanannya luar biasa",other,positive
"asli ini kece parah bgt gaboong, terima kasih min seller",other,positive
"sepatunya original 100%, cakep bener sukses terus min",other,positive
"siang mau kasih testi nih, bajunya beneran cakep bener",other,positive
"asli ini puas bgt bgt gaboong, thx seller",other,positive
"halo min mau kasih testi nih, barangnya beneran cakep bener",other,positive
"asli ini keren bgt bgt gaboong, thx seller",other,positive
"asli ini mantul bgt gaboong, tq seller",other,positive
"bajunya original 100%, cakep bener sukses terus min",other,positive
"paketnya original 100%, puas bgt sukses terus min",other,positive
"tengkyu banyak min, pelayanannya mantap",other,positive
"sepatunya original 100%, puas bgt sukses terus min",other,positive
gila produknya gak nyesel pdhl harganya murah,other,positive
"ngab sepatunya sampe dgn selamat, bintang 5 makasih byk",other,positive
"ass paketnya sampe dgn selamat, kece parah makasi",other,positive
akhirnya nemu toko yg luar biasa kayak gnih makasi,other,positive
"makasih banyak min, pelayanannya kece parah",other,positive
akhirnya nemu toko yg the best kayak gini tq,other,positive
"halo barangnya sampe dgn selamat, puas bgt tq",other,positive
"halo barangnya sampe dgn selamat, top markotop terima kasih min",other,positive
"asli ini cakep bener bgt gaboong, makasih byk seller",other,positive
"asli nih bintang 5 bgt gaboong, tq seller",other,positive
"makasih byk banyak min, pelayanannya keren bgt",other,positive
"produknya original 100%, bintang 5 sukses terus min",other,positive
"kakak mau kasih testi nih, pesanannya beneran gak nyesel",other,positive
gila barangnya keren bgt pdhl harganya murah,other,positive
"asli ini mantul bgt gaboong, makasih seller",other,positive
"ngab mau kasih testi nih, sepatunya beneran recommended",other,positive
gila bajunya bintang 5 pdhl harganya murah,other,positive
"ty banyak min, pelayanannya gak nyesel",other,positive
"halo mau kasih testi nih, barangnya beneran bags bgt",other,positive
"p mau kasih testi nih, barangnya beneran bintang 5",other,positive
"asli nih mantep bgt gaboong, makasih byk seller",other,positive
"makasi banyak min, pelayanannya puas bgt",other,positive
"asli ini bintang 5 bgt gaboong, terima kasih min seller",other,positive
"sepatunya original 100%, luar biasa sukses terus min",other,positive
"siang mau kasih testi nih, sepatunya beneran bagus banget",other,positive
"asli nih kece parah bgt gaboong, makasih seller",other,positive
"makasih ya banyak min, pelayanannya cakep bener",other,positive
"makasih ya banyak min, pelayanannya top markotop",other,positive
"pesanannya original 100%, recommended sukses terus min",other,positive
gila paketnya keren bgt pdhl harganya murah,other,positive
gila bajunya top markotop pdhl harganya murah,other,positive
"asli ini cakep bener bgt gaboong, makasih seller",other,positive
akhirnya nemu toko yg top markotop kayak gnih thx,other,positive
"ass pesanannya sampe dgn selamat, mantap tq",other,positive
akhirnya nemu toko yg recommended kayak gini makasih byk,other,positive
akhirnya nemu toko yg bagus banget kayak gini makasih,other,positive
akhirnya nemu toko yg puas bgt kayak gini thx,other,positive
gila barangnya cakep bener pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, the best deh pokoknya",other,positive
"kak mau kasih testi nih, paketnya beneran the best",other,positive
gila pesanannya the best pdhl harganya murah,other,positive
"ass mau kasih testi nih, sepatunya beneran mantep",other,positive
"sis mau kasih testi nih, barangnya beneran mantul",other,positive
"packagingnya rapi, kurirnya ramah, gak nyesel deh pokoknya",other,positive
gila sepatunya recommended pdhl harganya murah,other,positive
akhirnya nemu toko yg kece parah kayak gini ty,other,positive
"kak mau kasih testi nih, bajunya beneran cakep bener",other,positive
akhirnya nemu toko yg mantep kayak gnih makasih ya,other,positive
"asli ini mantul bgt gaboong, ty seller",other,positive
"bajunya original 100%, mantul sukses terus min",other,positive
"asli ini gak nyesel bgt gaboong, terima kasih min seller",other,positive
akhirnya nemu toko yg top markotop kayak gini terima kasih min,other,positive
gila paketnya gak nyesel pdhl harganya murah,other,positive
"sepatunya original 100%, mantul sukses terus min",other,positive
akhirnya nemu toko yg the best kayak gini thx,other,positive
"pagi mau kasih testi nih, barangnya beneran keren bgt",other,positive
akhirnya nemu toko yg luar biasa kayak gnih makasi,other,positive
"packagingnya rapi, kurirnya ramah, the best deh pokoknya",other,positive
"sepatunya original 100%, the best sukses terus min",other,positive
"packagingnya rapi, kurirnya ramah, puas bgt deh pokoknya",other,positive
gila produknya bags bgt pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, puas bgt deh pokoknya",other,positive
"paketnya original 100%, cakep bener sukses terus min",other,positive
"sis mau kasih testi nih, pesanannya beneran gak nyesel",other,positive
"packagingnya rapi, kurirnya ramah, bintang 5 deh pokoknya",other,positive
"asli ini bintang 5 bgt gaboong, tq seller",other,positive
"terima kasih min banyak min, pelayanannya top markotop",other,positive
"asli nih keren bgt bgt gaboong, makasih ya seller",other,positive
"tengkyu banyak min, pelayanannya cakep bener",other,positive
"halo min paketnya sampe dgn selamat, puas bgt tq",other,positive
gila sepatunya bintang 5 pdhl harganya murah,other,positive
"packagingnya rapi, kurirnya ramah, top markotop deh pokoknya",other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"paketnya original 100%, keren bgt sukses terus min",other,positive
"kakak pesanannya sampe dgn selamat, cakep bener makasih byk",other,positive
akhirnya nemu toko yg keren bgt kayak gini makasih,other,positive
gila barangnya gak nyesel pdhl harganya murah,other,positive
gila produknya keren bgt pdhl harganya murah,other,positive
"bro mau kasih testi nih, bajunya beneran mantul",other,positive
"siang mau kasih testi nih, sepatunya beneran keren bgt",other,positive
"packagingnya rapi, kurirnya ramah, mantap deh pokoknya",other,positive
"asli nih kece parah bgt gaboong, thx seller",other,positive
akhirnya nemu toko yg the best kayak gini tq,other,positive
"thx banyak min, pelayanannya luar biasa",other,positive
"bajunya original 100%, gak nyesel sukses terus min",other,positive
"tengkyu banyak min, pelayanannya bags bgt",other,positive
"kakak barangnya sampe dgn selamat, mantul ty",other,positive
"terima kasih min banyak min, pelayanannya bintang 5",other,positive
"paketnya original 100%, keren bgt sukses terus min",other,positive
"makasih byk banyak min, pelayanannya top markotop",other,positive
"packagingnya rapi, kurirnya ramah, bags bgt deh pokoknya",other,positive
"makasi banyak min, pelayanannya recommended",other,positive
"pagi mau kasih testi nih, produknya beneran the best",other,positive
akhirnya nemu toko yg mantul kayak gini tengkyu,other,positive
"produknya original 100%, the best sukses terus min",other,positive
"siang mau kasih testi nih, sepatunya beneran mantul",other,positive
"assalamualaikum mau kasih testi nih, barangnya beneran mantap",other,positive
akhirnya nemu toko yg kece parah kayak gini tengkyu,other,positive
"packagingnya rapi, kurirnya ramah, kece parah deh pokoknya",other,positive
akhirnya nemu toko yg bagus banget kayak gini makasih byk,other,positive
"bajunya original 100%, mantul sukses terus min",other,positive
"packagingnya rapi, kurirnya ramah, puas bgt deh pokoknya",other,positive
"packagingnya rapi, kurirnya ramah, mantul deh pokoknya",other,positive
"p paketnya sampe dgn selamat, keren bgt makasih byk",other,positive
"thx banyak min, pelayanannya gak nyesel",other,positive
akhirnya nemu toko yg luar biasa kayak gini thx,other,positive
"barangnya original 100%, bagus banget sukses terus min",other,positive
"asli ini bintang 5 bgt gaboong, makasih seller",other,positive
"sis sepatunya sampe dgn selamat, luar biasa ty",other,positive
"terima kasih min banyak min, pelayanannya bintang 5",other,positive
p p,other,neutral
p p p,other,neutral
p p p,other,neutral
p p p,other,neutral
halo,other,neutral
p p p p p,other,neutral
p p,other,neutral
test,other,neutral
p p p p,other,neutral
pagi admin,other,neutral
punten,other,neutral
test,other,neutral
ngab admin,other,neutral
p p,other,neutral
p p,other,neutral
p p,other,neutral
p p p p p,other,neutral
p p p p,other,neutral
min cek,other,neutral
pagi dibaca dong,other,neutral
p p,other,neutral
halo min admin,other,neutral
p p p p,other,neutral
kakak,other,neutral
p p,other,neutral
p p p,other,neutral
min admin,other,neutral
halo,other,neutral
punten,other,neutral
p p p,other,neutral
sis dibaca dong,other,neutral
pagi admin,other,neutral
min admin,other,neutral
test,other,neutral
p p,other,neutral
hai,other,neutral
test,other,neutral
p dibaca dong,other,neutral
ass admin,other,neutral
halo,other,neutral
p p p p p,other,neutral
p p,other,neutral
p p p,other,neutral
p p p p p,other,neutral
hai,other,neutral
kakak dibaca dong,other,neutral
punten,other,neutral
kak min,other,neutral
p p,other,neutral
p p p p p,other,neutral
p p p,other,neutral
test,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
p p p p,other,neutral
hai,other,neutral
p p,other,neutral
ping,other,neutral
p p p,other,neutral
sis min,other,neutral
p p,other,neutral
sis dibaca dong,other,neutral
ping,other,neutral
p p p,other,neutral
p p p p,other,neutral
punten,other,neutral
bro,other,neutral
hai,other,neutral
hai,other,neutral
halo,other,neutral
p p,other,neutral
p p p p,other,neutral
halo min,other,neutral
punten,other,neutral
p p p p,other,neutral
p p p p,other,neutral
ping,other,neutral
p p p,other,neutral
punten,other,neutral
punten,other,neutral
punten,other,neutral
p p p,other,neutral
hai,other,neutral
test,other,neutral
test,other,neutral
p p p,other,neutral
p p p p,other,neutral
p p p p,other,neutral
p p,other,neutral
p p p,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
p admin,other,neutral
p p,other,neutral
p p p p,other,neutral
punten,other,neutral
hai,other,neutral
p p,other,neutral
p p,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
p p p,other,neutral
pagi min,other,neutral
assalamualaikum admin,other,neutral
p p p p p,other,neutral
test,other,neutral
min cek,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
halo,other,neutral
min cek,other,neutral
min cek,other,neutral
punten,other,neutral
p p p p p,other,neutral
p p p p,other,neutral
halo,other,neutral
pagi admin,other,neutral
p p p,other,neutral
p p p p p,other,neutral
sis min,other,neutral
punten,other,neutral
halo cek,other,neutral
p p,other,neutral
sis dibaca dong,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
kak cek,other,neutral
halo,other,neutral
p p p,other,neutral
halo min dibaca dong,other,neutral
p p p,other,neutral
p p p p p,other,neutral
p dibaca dong,other,neutral
sis min,other,neutral
p p p,other,neutral
assalamualaikum cek,other,neutral
halo min min,other,neutral
p p,other,neutral
hai,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
halo,other,neutral
kakak min,other,neutral
halo admin,other,neutral
halo,other,neutral
ngab min,other,neutral
kak dibaca dong,other,neutral
p p p,other,neutral
p p p,other,neutral
test,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
p p p p p,other,neutral
test,other,neutral
ping,other,neutral
p p,other,neutral
halo,other,neutral
p p p,other,neutral
kak,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
sis admin,other,neutral
p p p p p,other,neutral
p p p,other,neutral
p p p,other,neutral
assalamualaikum cek,other,neutral
punten,other,neutral
p p p p,other,neutral
p p p,other,neutral
assalamualaikum dibaca dong,other,neutral
kak cek,other,neutral
hai,other,neutral
ping,other,neutral
p admin,other,neutral
p p,other,neutral
p dibaca dong,other,neutral
p p p,other,neutral
punten,other,neutral
p p p,other,neutral
test,other,neutral
p p p,other,neutral
p p,other,neutral
pagi admin,other,neutral
bro cek,other,neutral
punten,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
halo,other,neutral
test,other,neutral
siang admin,other,neutral
min min,other,neutral
p p p p p,other,neutral
p p,other,neutral
p p,other,neutral
p p p,other,neutral
p p,other,neutral
punten,other,neutral
p p,other,neutral
p p,other,neutral
p p p p,other,neutral
punten,other,neutral
p p p,other,neutral
p p p,other,neutral
ping,other,neutral
ping,other,neutral
p p p p p,other,neutral
p dibaca dong,other,neutral
p p p p,other,neutral
test,other,neutral
test,other,neutral
p p p p,other,neutral
hai,other,neutral
p dibaca dong,other,neutral
p p p,other,neutral
halo,other,neutral
halo,other,neutral
p p p p,other,neutral
p p p p,other,neutral
hai,other,neutral
p p p p p,other,neutral
punten,other,neutral
p p p p,other,neutral
assalamualaikum dibaca dong,other,neutral
p p p p,other,neutral
p p,other,neutral
test,other,neutral
p p,other,neutral
hai,other,neutral
p p p,other,neutral
p p p p,other,neutral
kakak min,other,neutral
p p p p p,other,neutral
ping,other,neutral
p p,other,neutral
halo,other,neutral
kakak min,other,neutral
p p p p p,other,neutral
hai,other,neutral
p p p p p,other,neutral
test,other,neutral
p p p p p,other,neutral
p p p,other,neutral
siang dibaca dong,other,neutral
bro cek,other,neutral
test,other,neutral
p p p p p,other,neutral
p p,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
p cek,other,neutral
p p p,other,neutral
p p p,other,neutral
halo min cek,other,neutral
p p,other,neutral
p p p p p,other,neutral
p p p,other,neutral
p p p p p,other,neutral
test,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
hai,other,neutral
p p p,other,neutral
halo,other,neutral
p p p,other,neutral
p p,other,neutral
halo,other,neutral
p p p,other,neutral
ngab min,other,neutral
assalamualaikum min,other,neutral
ngab dibaca dong,other,neutral
p p p p,other,neutral
hai,other,neutral
p p p,other,neutral
p p,other,neutral
p p,other,neutral
p p p p p,other,neutral
p p,other,neutral
halo,other,neutral
test,other,neutral
ass dibaca dong,other,neutral
p p p p p,other,neutral
halo,other,neutral
p p,other,neutral
halo,other,neutral
sis min,other,neutral
p p,other,neutral
bro min,other,neutral
p p p p p,other,neutral
p p,other,neutral
ping,other,neutral
p p,other,neutral
pagi cek,other,neutral
bro min,other,neutral
hai,other,neutral
p p p p,other,neutral
p p,other,neutral
halo,other,neutral
halo,other,neutral
p p p p,other,neutral
p p p p p,other,neutral
"pengen nanya min krn barang sini cakep bener semua, yg warna merah bisa kirim hari ini?",inquiry,positive
"pengen nanya min krn barang sini mantap semua, yg warna merah bisa?",inquiry,positive
min model yg mantul kemaren itu bisa kirim hari ini?,inquiry,positive
"sis kepo bgt sm barangnya nya, mantap asli. ukuran XL masih?",inquiry,positive
"p kepo bgt sm barangnya nya, the best asli. ukuran XL masih?",inquiry,positive
min model yg bintang 5 kemaren itu masih?,inquiry,positive
min model yg mantap kemaren itu bisa kirim hari ini?,inquiry,positive
"ass kepo bgt sm barangnya nya, mantul asli. ukuran XL masih?",inquiry,positive
min model yg bagus banget kemaren itu ready stock?,inquiry,positive
"pengen nanya min krn barang sini top markotop semua, yg warna merah ready?",inquiry,positive
"halo min kepo bgt sm barangnya nya, gak nyesel asli. ukuran XL ready stock?",inquiry,positive
"ass kepo bgt sm produknya nya, bagus banget asli. ukuran XL ready stock?",inquiry,positive
min produknya yg luar biasa ini bisa?,inquiry,positive
"siang kepo bgt sm pesanannya nya, cakep bener asli. ukuran XL ada?",inquiry,positive
min model yg luar biasa kemaren itu ada?,inquiry,positive
"pengen nanya min krn barang sini keren bgt semua, yg warna merah ready?",inquiry,positive
"min kepo bgt sm bajunya nya, mantap asli. ukuran XL ready stock?",inquiry,positive
min model yg keren bgt kemaren itu ready stock?,inquiry,positive
"assalamualaikum kepo bgt sm produknya nya, puas bgt asli. ukuran XL ready?",inquiry,positive
min model yg cakep bener kemaren itu ready?,inquiry,positive
min model yg gak nyesel kemaren itu bisa kirim hari nih?,inquiry,positive
"pagi kepo bgt sm pesanannya nya, keren bgt asli. ukuran XL bisa kirim hari ini?",inquiry,positive
halo paketnya yg cakep bener ini ada?,inquiry,positive
"pengen nanya min krn barang sini cakep bener semua, yg warna merah masih?",inquiry,positive
"p kepo bgt sm bajunya nya, puas bgt asli. ukuran XL bisa kirim hari ini?",inquiry,positive
"pengen nanya min krn barang sini mantap semua, yg warna merah ready?",inquiry,positive
min model yg top markotop kemaren itu masih?,inquiry,positive
assalamualaikum pesanannya yg mantap ini ready stock?,inquiry,positive
min model yg mantul kemaren itu ready?,inquiry,positive
"min kepo bgt sm pesanannya nya, recommended asli. ukuran XL bisa?",inquiry,positive
"pengen nanya min krn barang sini top markotop semua, yg warna merah ada?",inquiry,positive
siang bajunya yg bintang 5 ini ada?,inquiry,positive
"pengen nanya min krn barang sini puas bgt semua, yg warna merah masih?",inquiry,positive
"bro kepo bgt sm bajunya nya, kece parah asli. ukuran XL bisa?",inquiry,positive
kakak produknya yg gak nyesel nih bisa?,inquiry,positive
"ngab kepo bgt sm paketnya nya, puas bgt asli. ukuran XL ready?",inquiry,positive
min model yg luar biasa kemaren itu masih?,inquiry,positive
"naksir bgt liat pesanannya luar biasa, masih ready stock?",inquiry,positive
min model yg puas bgt kemaren itu bisa kirim hari nih?,inquiry,positive
min model yg cakep bener kemaren itu bisa kirim hari nih?,inquiry,positive
"naksir bgt liat barangnya recommended, masih ready stock?",inquiry,positive
ngab pesanannya yg gak nyesel nih bisa?,inquiry,positive
"pengen nanya min krn barang sini bintang 5 semua, yg warna merah ready?",inquiry,positive
halo min pesanannya yg gak nyesel ini ready stock?,inquiry,positive
min model yg keren bgt kemaren itu ada?,inquiry,positive
"naksir bgt liat pesanannya bintang 5, masih masih?",inquiry,positive
"pengen nanya min krn barang sini cakep bener semua, yg warna merah masih?",inquiry,positive
"pengen nanya min krn barang sini luar biasa semua, yg warna merah ready?",inquiry,positive
min model yg luar biasa kemaren itu ready?,inquiry,positive
"pengen nanya min krn barang snih recommended semua, yg warna merah masih?",inquiry,positive
"pengen nanya min krn barang sini bagus banget semua, yg warna merah ready?",inquiry,positive
min model yg mantul kemaren itu masih?,inquiry,positive
min model yg luar biasa kemaren itu bisa kirim hari ini?,inquiry,positive
min pesanannya yg the best ini ready stock?,inquiry,positive
"naksir bgt liat barangnya mantap, masih bisa?",inquiry,positive
"naksir bgt liat pesanannya luar biasa, masih bisa kirim hari ini?",inquiry,positive
"naksir bgt liat paketnya mantul, masih ready stock?",inquiry,positive
halo min bajunya yg mantul ini masih?,inquiry,positive
min model yg kece parah kemaren itu ready stock?,inquiry,positive
min model yg recommended kemaren itu masih?,inquiry,positive
"naksir bgt liat barangnya the best, masih ready?",inquiry,positive
halo min sepatunya yg luar biasa nih ready?,inquiry,positive
"pengen nanya min krn barang snih recommended semua, yg warna merah bisa?",inquiry,positive
