"text","intent","sentiment"
"min ini PO lo ngaret mulu, udh 3x telat dari estimasi. kapok gw","complaint","negative"
"min PO bisa dicicil gak bayarnya?","inquiry","neutral"
"min akhirnya PO batch 8 dateng, semua item lengkap dan kondisi sempurna 🥹","other","positive"
"tolong update PO gw min, udh 11 minggu gak ada kabar sama sekali","complaint","negative"
"min kalo mau cancel PO caranya gimana?","inquiry","neutral"
"PO dateng min, kualitas oke dan warna sesuai. nunggu lama tapi hasilnya gak zonk 👍","other","positive"
"min kenapa gak ada notif sama sekali buat PO batch 3?? gw tau dari grup orang","complaint","negative"
"min PO batch berikutnya kira2 open kapan?","inquiry","neutral"
"min yeay PO nyampe!! packaging aman dan produknya persis ekspektasi. happy bgt 🎉","other","positive"
"ini PO batch 7 gw mana min?? temen satu batch udh pada dapet semua","complaint","negative"
"min PO yg skrg estimasi datengnya bulan apa?","inquiry","neutral"
"akhirnya nunggu 8 minggu kebayar min, barang PO sesuai deskripsi dan packaging rapi 🙏","other","positive"
"min gw komplain nih, PO batch 2 gw nyatanya barang udh siap tapi gak langsung diinfo","complaint","negative"
"min PO ini bisa ditracking prosesnya gak?","inquiry","neutral"
"min barang PO dateng dan kondisinya bagus banget, nunggu lama tapi puas banget hasilnya","other","positive"
"ini PO atau arisan min?? kapan kelarnya gak jelas banget","complaint","negative"
"min after PO ada masa garansi gak?","inquiry","neutral"
"walaupun lama min, PO batch 6 akhirnya dateng dan memuaskan. makasih udh sabar proses","other","positive"
"min PO batch 10 update dong!! udh 6 minggu blm ada kejelasan","complaint","negative"
"min PO bisa dikirim ke luar negeri gak?","inquiry","neutral"
"min PO gw akhirnya nyampe, semua sesuai dan kondisi mulus. nunggu berbulan2 terbayar 😭","other","positive"
"min ini PO lo sistemnya kacau, batch lebih baru siap duluan dari yg lebih lama. gimana?","complaint","negative"
"min PO bisa digabung sama ready stok dalam 1 order gak?","inquiry","neutral"
"sabar nunggu PO 3 bulan akhirnya terbayar min, barang dateng dan kualitasnya top bgt 🔥","other","positive"
"min mohon update PO batch 8, ini uda lewat 2 bulan dari estimasi awal lo","complaint","negative"
"min PO sekarang buat batch berapa?","inquiry","neutral"
"min makasih udh sabar proses PO nya, hasilnya gak mengecewakan sama sekali. puas 💯","other","positive"
"PO lo gak bisa dipercaya min, molor mulu dan update minim banget","complaint","negative"
"min PO harga bisa lebih murah dari ready stok gak?","inquiry","neutral"
"PO nyampe min!! nunggu 7 minggu tapi worth it, kualitas bagus dan packaging rapi 🥰","other","positive"
"min ini batch PO gw gak ada di list pengiriman, kemana barang gw???","complaint","negative"
"min cara cek status PO gw ada gak?","inquiry","neutral"
"min akhirnya barang PO di tangan, kualitas melebihi ekspektasi. sabar nunggu dibayar 😍","other","positive"
"min update PO batch 5 dong, dari 3 bulan lalu gak ada info apapun","complaint","negative"
"min PO ini udh include ongkir apa blm?","inquiry","neutral"
"min PO gw nyampe dengan selamat, kondisi perfect dan sesuai banget. makasih 🙏","other","positive"
"min ini kapan PO batch 9 selesai?? lama bgt gak ada kejelasan","complaint","negative"
"min kalau PO bisa request warna custom gak?","inquiry","neutral"
"nunggu PO 10 minggu akhirnya terbayar min, barang dateng sempurna dan gak ada cacat","other","positive"
"min gak ada transparency sama sekali soal progres PO. gw butuh update sekarang","complaint","negative"
"min PO batch 13 open pendaftaran belum?","inquiry","neutral"
"min barang PO nyampe dan perfect banget!! nunggu 2 bulan gak sia2 sama sekali 🎉","other","positive"
"min ini PO lo jangan PHP terus dong, kasih update yg jelas dong","complaint","negative"
"min PO bisa dikirim pake ekspedisi pilihan sendiri gak?","inquiry","neutral"
"walaupun lama banget nunggu PO nya, tapi barang dateng sesuai ekspektasi. puas min 😊","other","positive"
"min PO batch 4 gw info terakhirnya 10 minggu lalu, ini masih ada harapan gak???","complaint","negative"
"min ada minimum order buat ikut PO gak?","inquiry","neutral"
"akhirnya nyampe min, nunggu PO 3 bulan tapi kualitasnya gak pernah mengecewakan 💪","other","positive"
"min PO molor mulu tapi gak ada kompensasi apapun, ini gak fair buat konsumen","complaint","negative"
"min kira2 PO batch 14 open kapan ya?","inquiry","neutral"
"min PO gw akhirnya nyampe juga! semua item ada, kondisi sempurna. makasih sabar proses 🥹","other","positive"
"min PO ini dp nya hangus gak kalau mau cancel?","inquiry","neutral"
"min PO batch 15 ada slot kosong gak?","inquiry","neutral"
"min update PO batch 11 dong, udh 5 minggu gak ada kabar sama sekali","complaint","negative"
"min PO gw nyampe dan memuaskan bgt, nunggu 2 bulan terbayar lunas 🙏","other","positive"
"min kenapa PO batch gw selalu belakangan diproses padahal bayar duluan?","complaint","negative"
"ketagihan beli disini the best, halo pesan dong 1 lusin ya","order","positive"
"makasih min sepatunya dah sampe bagus banget, mau checkout lg nih","order","positive"
"bro tengkyu ya barangnya the best, ini aku order ya lg buat kado","order","positive"
"suka bgt sama barangnya gak nyesel, jadi pengen order ya warna lain","order","positive"
"paketnya super cakep bener, pesan dong sekarang sblm kehabisan","order","positive"
"makasi min produknya dah sampe bags bgt, mau mau beli lg nih","order","positive"
"ass order ya bajunya krn kemaren beli the best makasih ya","order","positive"
"pesan dong ah, racun bgt tiktoknya top markotop makasih byk min","order","positive"
"ty min sepatunya dah sampe the best, mau mau pesan lg nih","order","positive"
"ty min barangnya dah sampe keren bgt, mau co lg nih","order","positive"
"barangnya super gak nyesel, beli sekarang sblm kehabisan","order","positive"
"order ya ah, racun bgt tiktoknya mantul ty min","order","positive"
"ketagihan beli disini top markotop, halo beli 1 lusin ya","order","positive"
"mau pesan ah, racun bgt tiktoknya puas bgt ty min","order","positive"
"ass terima kasih min ya produknya keren bgt, ini aku checkout lg buat kado","order","positive"
"pesan dong ah, racun bgt tiktoknya luar biasa thx min","order","positive"
"ketagihan beli disini kece parah, halo min pesan dong 1 lusin ya","order","positive"
"ketagihan beli disini gak nyesel, kakak co 1 lusin ya","order","positive"
"thx min sepatunya dah sampe gak nyesel, mau co lg nih","order","positive"
"langsung mau beli lagi soalnya yg kmrn gak nyesel bgt","order","positive"
"ngab ty ya produknya the best, nih aku mau beli lg buat kado","order","positive"
"langsung mau pesan lagi soalnya yg kmrn puas bgt bgt","order","positive"
"mau pesan ah, racun bgt tiktoknya luar biasa makasih byk min","order","positive"
"siang terima kasih min ya bajunya keren bgt, nih aku checkout lg buat kado","order","positive"
"langsung mau beli lagi soalnya yg kmrn recommended bgt","order","positive"
"langsung beli lagi soalnya yg kmrn recommended bgt","order","positive"
"kak mau pesan bajunya krn kemaren beli cakep bener terima kasih min","order","positive"
"langsung mau beli lagi soalnya yg kmrn mantap bgt","order","positive"
"langsung pesan dong lagi soalnya yg kmrn recommended bgt","order","positive"
"kak makasih byk ya pesanannya bintang 5, ini aku beli lg buat kado","order","positive"
"assalamualaikum pesan dong pesanannya krn kemaren beli top markotop tengkyu","order","positive"
"barangnya super cakep bener, checkout sekarang sblm kehabisan","order","positive"
"barangnya super mantap, mau order sekarang sblm kehabisan","order","positive"
"bro makasih ya produknya puas bgt, ini aku beli lg buat kado","order","positive"
"ketagihan beli disini kece parah, sis mau pesan 1 lusin ya","order","positive"
"p mau pesan paketnya krn kemaren beli cakep bener makasi","order","positive"
"terima kasih min min paketnya dah sampe mantap, mau mau pesan lg nih","order","positive"
"ketagihan beli disini mantap, ass pesan dong 1 lusin ya","order","positive"
"co ah, racun bgt tiktoknya cakep bener makasih byk min","order","positive"
"beli ah, racun bgt tiktoknya recommended thx min","order","positive"
"tengkyu min paketnya dah sampe recommended, mau mau beli lg nih","order","positive"
"assalamualaikum order ya sepatunya krn kemaren beli luar biasa ty","order","positive"
"pagi tq ya sepatunya bagus banget, ini aku mau beli lg buat kado","order","positive"
"mau beli ah, racun bgt tiktoknya recommended thx min","order","positive"
"suka bgt sm bajunya bintang 5, jadi pengen checkout warna lain","order","positive"
"suka bgt sama sepatunya mantul, jadi pengen mau order warna lain","order","positive"
"p mau pesan produknya krn kemaren beli top markotop makasi","order","positive"
"beli ah, racun bgt tiktoknya mantul tengkyu min","order","positive"
"thx min paketnya dah sampe gak nyesel, mau co lg nih","order","positive"
"langsung pesan dong lagi soalnya yg kmrn keren bgt bgt","order","positive"
"ketagihan beli disini luar biasa, min co 1 lusin ya","order","positive"
"pagi thx ya barangnya mantul, ini aku order ya lg buat kado","order","positive"
"suka bgt sm sepatunya top markotop, jadi pengen order ya warna lain","order","positive"
"pesan dong ah, racun bgt tiktoknya mantul makasih min","order","positive"
"ngab mau order produknya krn kemaren beli keren bgt thx","order","positive"
"pagi mau pesan produknya krn kemaren beli keren bgt thx","order","positive"
"langsung mau pesan lagi soalnya yg kmrn recommended bgt","order","positive"
"co ah, racun bgt tiktoknya cakep bener makasi min","order","positive"
"terima kasih min min bajunya dah sampe bagus banget, mau checkout lg nih","order","positive"
"pagi terima kasih min ya paketnya mantap, ini aku order ya lg buat kado","order","positive"
"langsung order ya lagi soalnya yg kmrn mantul bgt","order","positive"
"ketagihan beli disnih bintang 5, halo mau beli 1 lusin ya","order","positive"
"mau pesan ah, racun bgt tiktoknya mantap makasi min","order","positive"
"produknya super mantul, mau pesan sekarang sblm kehabisan","order","positive"
"ketagihan beli disnih recommended, p pesan dong 1 lusin ya","order","positive"
"suka bgt sama barangnya recommended, jadi pengen order ya warna lain","order","positive"
"order ya ah, racun bgt tiktoknya mantul makasi min","order","positive"
"pesan dong ah, racun bgt tiktoknya top markotop tengkyu min","order","positive"
"langsung mau beli lagi soalnya yg kmrn luar biasa bgt","order","positive"
"checkout ah, racun bgt tiktoknya bintang 5 makasih ya min","order","positive"
"beli ah, racun bgt tiktoknya gak nyesel makasih min","order","positive"
"suka bgt sm barangnya recommended, jadi pengen pesan dong warna lain","order","positive"
"suka bgt sm paketnya the best, jadi pengen co warna lain","order","positive"
"mau order ah, racun bgt tiktoknya top markotop tq min","order","positive"
"ketagihan beli disini puas bgt, assalamualaikum co 1 lusin ya","order","positive"
"halo min order ya pesanannya krn kemaren beli kece parah makasih ya","order","positive"
"ty min bajunya dah sampe puas bgt, mau co lg nih","order","positive"
"paketnya super luar biasa, co sekarang sblm kehabisan","order","positive"
"suka bgt sama produknya puas bgt, jadi pengen mau beli warna lain","order","positive"
"paketnya super mantep, mau pesan sekarang sblm kehabisan","order","positive"
"suka bgt sama paketnya kece parah, jadi pengen co warna lain","order","positive"
"checkout ah, racun bgt tiktoknya top markotop terima kasih min min","order","positive"
"langsung checkout lagi soalnya yg kmrn puas bgt bgt","order","positive"
"order ya ah, racun bgt tiktoknya top markotop makasih byk min","order","positive"
"suka bgt sama barangnya cakep bener, jadi pengen co warna lain","order","positive"
"makasih min sepatunya dah sampe luar biasa, mau beli lg nih","order","positive"
"bajunya super luar biasa, mau pesan sekarang sblm kehabisan","order","positive"
"kakak makasi ya paketnya bagus banget, ini aku checkout lg buat kado","order","positive"
"co ah, racun bgt tiktoknya top markotop makasih ya min","order","positive"
"halo min beli produknya krn kemaren beli keren bgt tengkyu","order","positive"
"thx min pesanannya dah sampe cakep bener, mau pesan dong lg nih","order","positive"
"pesan dong ah, racun bgt tiktoknya cakep bener makasih ya min","order","positive"
"pagi thx ya bajunya kece parah, ini aku mau beli lg buat kado","order","positive"
"beli ah, racun bgt tiktoknya top markotop thx min","order","positive"
"suka bgt sama paketnya kece parah, jadi pengen mau pesan warna lain","order","positive"
"langsung checkout lagi soalnya yg kmrn mantap bgt","order","positive"
"ketagihan beli disini mantap, halo checkout 1 lusin ya","order","positive"
"checkout ah, racun bgt tiktoknya luar biasa makasih min","order","positive"
"terima kasih min min bajunya dah sampe mantul, mau pesan dong lg nih","order","positive"
"checkout ah, racun bgt tiktoknya the best tengkyu min","order","positive"
"langsung pesan dong lagi soalnya yg kmrn gak nyesel bgt","order","positive"
"langsung co lagi soalnya yg kmrn bags bgt bgt","order","positive"
"bro ty ya bajunya luar biasa, ini aku mau pesan lg buat kado","order","positive"
"assalamualaikum mau beli paketnya krn kemaren beli gak nyesel terima kasih min","order","positive"
"pesanannya super keren bgt, co sekarang sblm kehabisan","order","positive"
"ass beli bajunya krn kemaren beli bintang 5 makasih ya","order","positive"
"suka bgt sm sepatunya bintang 5, jadi pengen checkout warna lain","order","positive"
"pagi makasi ya barangnya top markotop, nih aku co lg buat kado","order","positive"
"tq min bajunya dah sampe recommended, mau order ya lg nih","order","positive"
"ass tq ya pesanannya cakep bener, nih aku mau beli lg buat kado","order","positive"
"sis makasih byk ya paketnya luar biasa, ini aku mau order lg buat kado","order","positive"
"suka bgt sm bajunya mantep, jadi pengen beli warna lain","order","positive"
"ketagihan beli disnih gak nyesel, siang mau pesan 1 lusin ya","order","positive"
"langsung mau pesan lagi soalnya yg kmrn gak nyesel bgt","order","positive"
"suka bgt sm paketnya top markotop, jadi pengen mau pesan warna lain","order","positive"
"assalamualaikum order ya sepatunya krn kemaren beli keren bgt ty","order","positive"
"min mau pesan sepatunya krn kemaren beli bintang 5 ty","order","positive"
"barangnya super bintang 5, order ya sekarang sblm kehabisan","order","positive"
"tq min paketnya dah sampe mantap, mau co lg nih","order","positive"
"langsung mau order lagi soalnya yg kmrn mantap bgt","order","positive"
"checkout ah, racun bgt tiktoknya mantul makasih ya min","order","positive"
"langsung order ya lagi soalnya yg kmrn gak nyesel bgt","order","positive"
"barangnya super gak nyesel, pesan dong sekarang sblm kehabisan","order","positive"
"makasi min bajunya dah sampe gak nyesel, mau beli lg nih","order","positive"
"suka bgt sama produknya keren bgt, jadi pengen checkout warna lain","order","positive"
"suka bgt sama paketnya luar biasa, jadi pengen mau order warna lain","order","positive"
"suka bgt sama barangnya gak nyesel, jadi pengen co warna lain","order","positive"
"assalamualaikum pesan dong sepatunya krn kemaren beli recommended thx","order","positive"
"terima kasih min min produknya dah sampe the best, mau mau order lg nih","order","positive"
"min mau beli paketnya krn kemaren beli keren bgt tq","order","positive"
"min tengkyu ya barangnya mantul, nih aku co lg buat kado","order","positive"
"halo min mau beli bajunya krn kemaren beli top markotop makasi","order","positive"
"beli ah, racun bgt tiktoknya bagus banget thx min","order","positive"
"langsung pesan dong lagi soalnya yg kmrn the best bgt","order","positive"
"suka bgt sama bajunya mantul, jadi pengen order ya warna lain","order","positive"
"langsung beli lagi soalnya yg kmrn the best bgt","order","positive"
"langsung co lagi soalnya yg kmrn mantep bgt","order","positive"
"halo tq ya produknya mantul, nih aku mau pesan lg buat kado","order","positive"
"barangnya super bags bgt, checkout sekarang sblm kehabisan","order","positive"
"ass tengkyu ya bajunya the best, nih aku mau beli lg buat kado","order","positive"
"produknya super cakep bener, pesan dong sekarang sblm kehabisan","order","positive"
"suka bgt sama pesanannya mantap, jadi pengen pesan dong warna lain","order","positive"
"pagi makasih ya paketnya cakep bener, nih aku beli lg buat kado","order","positive"
"ngab mau order barangnya krn kemaren beli kece parah ty","order","positive"
"sis mau order paketnya krn kemaren beli gak nyesel makasih","order","positive"
"sis co pesanannya krn kemaren beli keren bgt tengkyu","order","positive"
"siang makasih ya bajunya kece parah, nih aku mau pesan lg buat kado","order","positive"
"sis makasih byk ya sepatunya kece parah, ini aku mau beli lg buat kado","order","positive"
"paketnya super keren bgt, checkout sekarang sblm kehabisan","order","positive"
"p co bajunya krn kemaren beli mantul tq","order","positive"
"beli ah, racun bgt tiktoknya gak nyesel tq min","order","positive"
"mau order ah, racun bgt tiktoknya puas bgt thx min","order","positive"
"ass mau beli bajunya krn kemaren beli recommended tengkyu","order","positive"
"siang ty ya bajunya mantap, ini aku mau order lg buat kado","order","positive"
"langsung pesan dong lagi soalnya yg kmrn cakep bener bgt","order","positive"
"sis makasih ya produknya keren bgt, ini aku order ya lg buat kado","order","positive"
"makasih ya min bajunya dah sampe gak nyesel, mau beli lg nih","order","positive"
"ketagihan beli disnih keren bgt, kakak mau order 1 lusin ya","order","positive"
"beli ah, racun bgt tiktoknya gak nyesel ty min","order","positive"
"sepatunya super luar biasa, checkout sekarang sblm kehabisan","order","positive"
"thx min paketnya dah sampe mantap, mau mau order lg nih","order","positive"
"mau pesan ah, racun bgt tiktoknya bagus banget thx min","order","positive"
"langsung mau beli lagi soalnya yg kmrn the best bgt","order","positive"
"pesanannya super kece parah, mau order sekarang sblm kehabisan","order","positive"
"paketnya super bintang 5, mau beli sekarang sblm kehabisan","order","positive"
"beli ah, racun bgt tiktoknya kece parah tengkyu min","order","positive"
"bro mau beli sepatunya krn kemaren beli puas bgt ty","order","positive"
"ketagihan beli disini cakep bener, kak mau pesan 1 lusin ya","order","positive"
"mau order ah, racun bgt tiktoknya bagus banget makasih byk min","order","positive"
"ketagihan beli disini gak nyesel, siang mau pesan 1 lusin ya","order","positive"
"ketagihan beli disini mantap, p mau order 1 lusin ya","order","positive"
"mau pesan ah, racun bgt tiktoknya mantep makasih ya min","order","positive"
"thx min paketnya dah sampe recommended, mau co lg nih","order","positive"
"suka bgt sama produknya the best, jadi pengen mau beli warna lain","order","positive"
"order ya ah, racun bgt tiktoknya recommended makasih min","order","positive"
"ketagihan beli disnih the best, pagi order ya 1 lusin ya","order","positive"
"paketnya super recommended, beli sekarang sblm kehabisan","order","positive"
"ketagihan beli disini bintang 5, kakak beli 1 lusin ya","order","positive"
"langsung mau pesan lagi soalnya yg kmrn mantap bgt","order","positive"
"makasi min produknya dah sampe kece parah, mau co lg nih","order","positive"
"sis terima kasih min ya paketnya top markotop, ini aku pesan dong lg buat kado","order","positive"
"halo checkout paketnya krn kemaren beli mantep makasih ya","order","positive"
"min tq ya pesanannya puas bgt, nih aku mau order lg buat kado","order","positive"
"sis tq ya pesanannya puas bgt, nih aku order ya lg buat kado","order","positive"
"makasih byk min sepatunya dah sampe recommended, mau checkout lg nih","order","positive"
"langsung mau order lagi soalnya yg kmrn kece parah bgt","order","positive"
"suka bgt sm produknya keren bgt, jadi pengen co warna lain","order","positive"
"paketnya super keren bgt, mau order sekarang sblm kehabisan","order","positive"
"ketagihan beli disnih puas bgt, kakak mau order 1 lusin ya","order","positive"
"co ah, racun bgt tiktoknya bagus banget tengkyu min","order","positive"
"ketagihan beli disnih bags bgt, siang order ya 1 lusin ya","order","positive"
"siang makasih ya bajunya gak nyesel, nih aku checkout lg buat kado","order","positive"
"ass mau beli produknya krn kemaren beli top markotop terima kasih min","order","positive"
"halo ty ya pesanannya keren bgt, ini aku mau pesan lg buat kado","order","positive"
"langsung checkout lagi soalnya yg kmrn bags bgt bgt","order","positive"
"kakak ty ya bajunya recommended, ini aku order ya lg buat kado","order","positive"
"suka bgt sama barangnya mantul, jadi pengen checkout warna lain","order","positive"
"suka bgt sm sepatunya luar biasa, jadi pengen checkout warna lain","order","positive"
"siang thx ya produknya top markotop, nih aku pesan dong lg buat kado","order","positive"
"mau beli ah, racun bgt tiktoknya the best ty min","order","positive"
"mau order ah, racun bgt tiktoknya mantul tengkyu min","order","positive"
"tengkyu min pesanannya dah sampe mantap, mau order ya lg nih","order","positive"
"ngab order ya barangnya krn kemaren beli the best makasih byk","order","positive"
"kak mau order bajunya krn kemaren beli cakep bener tengkyu","order","positive"
"tq min pesanannya dah sampe the best, mau mau beli lg nih","order","positive"
"suka bgt sama paketnya the best, jadi pengen mau pesan warna lain","order","positive"
"langsung beli lagi soalnya yg kmrn puas bgt bgt","order","positive"
"mau pesan ah, racun bgt tiktoknya cakep bener tengkyu min","order","positive"
"terima kasih min min bajunya dah sampe keren bgt, mau beli lg nih","order","positive"
"produknya super puas bgt, checkout sekarang sblm kehabisan","order","positive"
"pesanannya super gak nyesel, co sekarang sblm kehabisan","order","positive"
"suka bgt sama sepatunya recommended, jadi pengen co warna lain","order","positive"
"order ya ah, racun bgt tiktoknya gak nyesel makasi min","order","positive"
"makasih ya min pesanannya dah sampe gak nyesel, mau co lg nih","order","positive"
"kakak co bajunya krn kemaren beli keren bgt ty","order","positive"
"ty min produknya dah sampe bagus banget, mau mau pesan lg nih","order","positive"
"order ya ah, racun bgt tiktoknya top markotop makasi min","order","positive"
"halo min checkout paketnya krn kemaren beli keren bgt tq","order","positive"
"kakak makasi ya paketnya luar biasa, ini aku beli lg buat kado","order","positive"
"makasih ya min bajunya dah sampe mantul, mau co lg nih","order","positive"
"barangnya super the best, mau order sekarang sblm kehabisan","order","positive"
"suka bgt sama bajunya bintang 5, jadi pengen order ya warna lain","order","positive"
"halo min order ya produknya krn kemaren beli top markotop makasih ya","order","positive"
"ngab order ya paketnya krn kemaren beli cakep bener makasih byk","order","positive"
"makasih byk min sepatunya dah sampe top markotop, mau checkout lg nih","order","positive"
"ketagihan beli disini top markotop, halo mau pesan 1 lusin ya","order","positive"
"ass tengkyu ya barangnya luar biasa, ini aku mau order lg buat kado","order","positive"
"checkout ah, racun bgt tiktoknya luar biasa makasih ya min","order","positive"
"siang tq ya pesanannya recommended, ini aku checkout lg buat kado","order","positive"
"makasih ya min bajunya dah sampe bagus banget, mau mau beli lg nih","order","positive"
"ketagihan beli disini luar biasa, assalamualaikum mau beli 1 lusin ya","order","positive"
"thx min barangnya dah sampe gak nyesel, mau mau beli lg nih","order","positive"
"ketagihan beli disnih kece parah, bro mau order 1 lusin ya","order","positive"
"pesan dong ah, racun bgt tiktoknya the best makasi min","order","positive"
"paketnya super top markotop, mau order sekarang sblm kehabisan","order","positive"
"suka bgt sama barangnya mantap, jadi pengen checkout warna lain","order","positive"
"ketagihan beli disini mantap, halo min mau order 1 lusin ya","order","positive"
"ketagihan beli disnih puas bgt, assalamualaikum beli 1 lusin ya","order","positive"
"langsung mau beli lagi soalnya yg kmrn top markotop bgt","order","positive"
"makasi min sepatunya dah sampe keren bgt, mau order ya lg nih","order","positive"
"produknya super luar biasa, co sekarang sblm kehabisan","order","positive"
"ketagihan beli disini kece parah, bro beli 1 lusin ya","order","positive"
"suka bgt sama barangnya mantul, jadi pengen mau beli warna lain","order","positive"
"mau order ah, racun bgt tiktoknya top markotop thx min","order","positive"
"ketagihan beli disini mantap, p co 1 lusin ya","order","positive"
"thx min bajunya dah sampe top markotop, mau pesan dong lg nih","order","positive"
"langsung mau order lagi soalnya yg kmrn the best bgt","order","positive"
"produknya super recommended, checkout sekarang sblm kehabisan","order","positive"
"makasi min sepatunya dah sampe mantep, mau checkout lg nih","order","positive"
"makasih min produknya dah sampe mantul, mau order ya lg nih","order","positive"
"suka bgt sama pesanannya gak nyesel, jadi pengen mau beli warna lain","order","positive"
"langsung mau beli lagi soalnya yg kmrn bags bgt bgt","order","positive"
"suka bgt sm paketnya bintang 5, jadi pengen pesan dong warna lain","order","positive"
"kak mau pesan produknya krn kemaren beli keren bgt thx","order","positive"
"ketagihan beli disini luar biasa, halo min co 1 lusin ya","order","positive"
"suka bgt sm paketnya bintang 5, jadi pengen checkout warna lain","order","positive"
"ketagihan beli disnih recommended, pagi checkout 1 lusin ya","order","positive"
"ketagihan beli disini recommended, sis checkout 1 lusin ya","order","positive"
"siang thx ya produknya bintang 5, ini aku checkout lg buat kado","order","positive"
"makasih ya min pesanannya dah sampe luar biasa, mau mau pesan lg nih","order","positive"
"kakak co barangnya krn kemaren beli bagus banget makasih byk","order","positive"
"order ya ah, racun bgt tiktoknya bintang 5 makasih ya min","order","positive"
"p beli pesanannya krn kemaren beli the best makasih ya","order","positive"
"suka bgt sm pesanannya puas bgt, jadi pengen order ya warna lain","order","positive"
"pesanannya super bintang 5, mau pesan sekarang sblm kehabisan","order","positive"
"ngab mau pesan produknya krn kemaren beli the best terima kasih min","order","positive"
"langsung beli lagi soalnya yg kmrn mantap bgt","order","positive"
"ty min sepatunya dah sampe keren bgt, mau mau pesan lg nih","order","positive"
"ketagihan beli disini luar biasa, pagi co 1 lusin ya","order","positive"
"suka bgt sama sepatunya top markotop, jadi pengen order ya warna lain","order","positive"
"langsung co lagi soalnya yg kmrn kece parah bgt","order","positive"
"ketagihan beli disini top markotop, p order ya 1 lusin ya","order","positive"
"ketagihan beli disini cakep bener, kakak beli 1 lusin ya","order","positive"
"halo min mau pesan pesanannya krn kemaren beli mantep ty","order","positive"
"mau order ah, racun bgt tiktoknya kece parah makasih min","order","positive"
"kak makasih ya ya paketnya the best, ini aku mau order lg buat kado","order","positive"
"halo makasih ya ya pesanannya keren bgt, ini aku mau order lg buat kado","order","positive"
"suka bgt sama pesanannya bintang 5, jadi pengen pesan dong warna lain","order","positive"
"barangnya super top markotop, mau pesan sekarang sblm kehabisan","order","positive"
"ngab pesan dong paketnya krn kemaren beli puas bgt thx","order","positive"
"suka bgt sm produknya luar biasa, jadi pengen beli warna lain","order","positive"
"pesan dong ah, racun bgt tiktoknya luar biasa makasih ya min","order","positive"
"makasi min bajunya dah sampe bagus banget, mau beli lg nih","order","positive"
"halo mau beli paketnya krn kemaren beli keren bgt ty","order","positive"
"pesan dong ah, racun bgt tiktoknya luar biasa makasi min","order","positive"
"langsung mau pesan lagi soalnya yg kmrn top markotop bgt","order","positive"
"co ah, racun bgt tiktoknya puas bgt tq min","order","positive"
"langsung checkout lagi soalnya yg kmrn keren bgt bgt","order","positive"
"tengkyu min sepatunya dah sampe mantap, mau checkout lg nih","order","positive"
"co ah, racun bgt tiktoknya bintang 5 ty min","order","positive"
"bro mau order barangnya krn kemaren beli luar biasa makasi","order","positive"
"langsung beli lagi soalnya yg kmrn keren bgt bgt","order","positive"
"suka bgt sama bajunya cakep bener, jadi pengen co warna lain","order","positive"
"halo tq ya sepatunya cakep bener, ini aku co lg buat kado","order","positive"
"langsung beli lagi soalnya yg kmrn top markotop bgt","order","positive"
"ketagihan beli disini mantul, siang checkout 1 lusin ya","order","positive"
"bajunya super kece parah, mau pesan sekarang sblm kehabisan","order","positive"
"pesan dong ah, racun bgt tiktoknya bagus banget tengkyu min","order","positive"
"suka bgt sama produknya gak nyesel, jadi pengen order ya warna lain","order","positive"
"langsung mau pesan lagi soalnya yg kmrn bagus banget bgt","order","positive"
"sis thx ya sepatunya recommended, ini aku mau order lg buat kado","order","positive"
"paketnya super cakep bener, mau order sekarang sblm kehabisan","order","positive"
"siang order ya paketnya krn kemaren beli recommended tengkyu","order","positive"
"pagi tq ya barangnya recommended, nih aku mau beli lg buat kado","order","positive"
"langsung checkout lagi soalnya yg kmrn bagus banget bgt","order","positive"
"min mau pesan pesanannya krn kemaren beli mantul tengkyu","order","positive"
"makasih min paketnya dah sampe luar biasa, mau co lg nih","order","positive"
"ketagihan beli disini bintang 5, kak pesan dong 1 lusin ya","order","positive"
"makasih byk min produknya dah sampe puas bgt, mau checkout lg nih","order","positive"
"sepatunya super bagus banget, pesan dong sekarang sblm kehabisan","order","positive"
"langsung mau order lagi soalnya yg kmrn recommended bgt","order","positive"
"siang checkout produknya krn kemaren beli bagus banget makasih ya","order","positive"
"sepatunya super the best, checkout sekarang sblm kehabisan","order","positive"
"tengkyu min paketnya dah sampe top markotop, mau beli lg nih","order","positive"
"makasih min produknya dah sampe kece parah, mau checkout lg nih","order","positive"
"suka bgt sama produknya mantap, jadi pengen mau pesan warna lain","order","positive"
"ketagihan beli disini mantul, pagi mau beli 1 lusin ya","order","positive"
"ketagihan beli disini gak nyesel, ass order ya 1 lusin ya","order","positive"
"co ah, racun bgt tiktoknya top markotop makasih byk min","order","positive"
"langsung checkout lagi soalnya yg kmrn bintang 5 bgt","order","positive"
"produknya super puas bgt, mau beli sekarang sblm kehabisan","order","positive"
"order ya ah, racun bgt tiktoknya mantap tq min","order","positive"
"ass beli bajunya krn kemaren beli the best terima kasih min","order","positive"
"sepatunya super mantap, order ya sekarang sblm kehabisan","order","positive"
"bajunya super bagus banget, mau pesan sekarang sblm kehabisan","order","positive"
"suka bgt sama pesanannya kece parah, jadi pengen beli warna lain","order","positive"
"kakak tq ya barangnya puas bgt, nih aku pesan dong lg buat kado","order","positive"
"tengkyu min pesanannya dah sampe luar biasa, mau mau pesan lg nih","order","positive"
